,0
1354,"{'label': 'NEGATIVE', 'score': 0.939210057258606}"
1355,"{'label': 'NEGATIVE', 'score': 0.9905169606208801}"
1356,"{'label': 'NEGATIVE', 'score': 0.9995251893997192}"
1357,"{'label': 'NEGATIVE', 'score': 0.8542617559432983}"
1358,"{'label': 'NEGATIVE', 'score': 0.9924395084381104}"
1359,"{'label': 'POSITIVE', 'score': 0.9487196803092957}"
1360,"{'label': 'POSITIVE', 'score': 0.9996422529220581}"
1361,"{'label': 'NEGATIVE', 'score': 0.9982331991195679}"
1362,"{'label': 'POSITIVE', 'score': 0.6151964068412781}"
1363,"{'label': 'POSITIVE', 'score': 0.9998525381088257}"
1364,"{'label': 'POSITIVE', 'score': 0.9964093565940857}"
1365,"{'label': 'NEGATIVE', 'score': 0.9976033568382263}"
1366,"{'label': 'NEGATIVE', 'score': 0.9976685643196106}"
1367,"{'label': 'NEGATIVE', 'score': 0.9966832995414734}"
1368,"{'label': 'POSITIVE', 'score': 0.999786913394928}"
1369,"{'label': 'POSITIVE', 'score': 0.8627055287361145}"
1370,"{'label': 'NEGATIVE', 'score': 0.9833621382713318}"
1371,"{'label': 'NEGATIVE', 'score': 0.9074760675430298}"
1372,"{'label': 'NEGATIVE', 'score': 0.9987115859985352}"
1373,"{'label': 'NEGATIVE', 'score': 0.9721880555152893}"
1374,"{'label': 'POSITIVE', 'score': 0.9998294115066528}"
1375,"{'label': 'NEGATIVE', 'score': 0.9080613255500793}"
1376,"{'label': 'NEGATIVE', 'score': 0.9300265312194824}"
1377,"{'label': 'NEGATIVE', 'score': 0.9995935559272766}"
1378,"{'label': 'NEGATIVE', 'score': 0.9991346001625061}"
1379,"{'label': 'POSITIVE', 'score': 0.9995957016944885}"
1380,"{'label': 'NEGATIVE', 'score': 0.8939487934112549}"
1381,"{'label': 'POSITIVE', 'score': 0.9987585544586182}"
1382,"{'label': 'NEGATIVE', 'score': 0.9908916354179382}"
1383,"{'label': 'NEGATIVE', 'score': 0.9834052324295044}"
1384,"{'label': 'POSITIVE', 'score': 0.9253982901573181}"
1385,"{'label': 'POSITIVE', 'score': 0.9996905326843262}"
1386,"{'label': 'POSITIVE', 'score': 0.9986911416053772}"
1387,"{'label': 'NEGATIVE', 'score': 0.9988664388656616}"
1388,"{'label': 'NEGATIVE', 'score': 0.9990748167037964}"
1389,"{'label': 'POSITIVE', 'score': 0.5668523907661438}"
1390,"{'label': 'NEGATIVE', 'score': 0.9991699457168579}"
1391,"{'label': 'NEGATIVE', 'score': 0.9990159273147583}"
1392,"{'label': 'POSITIVE', 'score': 0.9901754260063171}"
1393,"{'label': 'NEGATIVE', 'score': 0.9973230957984924}"
1394,"{'label': 'NEGATIVE', 'score': 0.9960054755210876}"
1395,"{'label': 'NEGATIVE', 'score': 0.99817955493927}"
1396,"{'label': 'NEGATIVE', 'score': 0.9135308861732483}"
1397,"{'label': 'NEGATIVE', 'score': 0.9994964599609375}"
1398,"{'label': 'NEGATIVE', 'score': 0.9985905289649963}"
1399,"{'label': 'NEGATIVE', 'score': 0.9958664178848267}"
1400,"{'label': 'NEGATIVE', 'score': 0.9990413784980774}"
1401,"{'label': 'POSITIVE', 'score': 0.9976990818977356}"
1402,"{'label': 'NEGATIVE', 'score': 0.9996902942657471}"
1403,"{'label': 'NEGATIVE', 'score': 0.9981645941734314}"
1404,"{'label': 'NEGATIVE', 'score': 0.9994472861289978}"
1405,"{'label': 'NEGATIVE', 'score': 0.9888312816619873}"
1406,"{'label': 'POSITIVE', 'score': 0.9998165965080261}"
1407,"{'label': 'POSITIVE', 'score': 0.9882787466049194}"
1408,"{'label': 'NEGATIVE', 'score': 0.9995073080062866}"
1409,"{'label': 'POSITIVE', 'score': 0.993195652961731}"
1410,"{'label': 'NEGATIVE', 'score': 0.9508958458900452}"
1411,"{'label': 'NEGATIVE', 'score': 0.9995562434196472}"
1412,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
1413,"{'label': 'POSITIVE', 'score': 0.9921924471855164}"
1414,"{'label': 'POSITIVE', 'score': 0.995912492275238}"
1415,"{'label': 'NEGATIVE', 'score': 0.981571614742279}"
1416,"{'label': 'NEGATIVE', 'score': 0.7866361141204834}"
1417,"{'label': 'NEGATIVE', 'score': 0.9984124898910522}"
1418,"{'label': 'POSITIVE', 'score': 0.9992296695709229}"
1419,"{'label': 'NEGATIVE', 'score': 0.9798747897148132}"
1420,"{'label': 'POSITIVE', 'score': 0.9956780076026917}"
1421,"{'label': 'NEGATIVE', 'score': 0.9994062185287476}"
1422,"{'label': 'NEGATIVE', 'score': 0.9994348883628845}"
1423,"{'label': 'NEGATIVE', 'score': 0.9988563060760498}"
1424,"{'label': 'NEGATIVE', 'score': 0.9976783394813538}"
1425,"{'label': 'POSITIVE', 'score': 0.9949094653129578}"
1426,"{'label': 'NEGATIVE', 'score': 0.8210882544517517}"
1427,"{'label': 'NEGATIVE', 'score': 0.9997633099555969}"
1428,"{'label': 'NEGATIVE', 'score': 0.9996336698532104}"
1429,"{'label': 'NEGATIVE', 'score': 0.9995272159576416}"
1430,"{'label': 'NEGATIVE', 'score': 0.9865486025810242}"
1431,"{'label': 'NEGATIVE', 'score': 0.9413658380508423}"
1432,"{'label': 'NEGATIVE', 'score': 0.9919643402099609}"
1433,"{'label': 'NEGATIVE', 'score': 0.9993707537651062}"
1434,"{'label': 'NEGATIVE', 'score': 0.9980483055114746}"
1435,"{'label': 'NEGATIVE', 'score': 0.9881209135055542}"
1436,"{'label': 'POSITIVE', 'score': 0.999786913394928}"
1437,"{'label': 'POSITIVE', 'score': 0.9998074173927307}"
1438,"{'label': 'NEGATIVE', 'score': 0.9984484910964966}"
1439,"{'label': 'NEGATIVE', 'score': 0.9960839748382568}"
1440,"{'label': 'NEGATIVE', 'score': 0.9948650002479553}"
1441,"{'label': 'POSITIVE', 'score': 0.9493138194084167}"
1442,"{'label': 'POSITIVE', 'score': 0.988310694694519}"
1443,"{'label': 'NEGATIVE', 'score': 0.957953691482544}"
1444,"{'label': 'POSITIVE', 'score': 0.9955335855484009}"
1445,"{'label': 'POSITIVE', 'score': 0.9877662658691406}"
1446,"{'label': 'NEGATIVE', 'score': 0.9617025256156921}"
1447,"{'label': 'POSITIVE', 'score': 0.9915487170219421}"
1448,"{'label': 'NEGATIVE', 'score': 0.9986644983291626}"
1449,"{'label': 'NEGATIVE', 'score': 0.9808947443962097}"
1450,"{'label': 'NEGATIVE', 'score': 0.9787290096282959}"
1451,"{'label': 'POSITIVE', 'score': 0.9887301325798035}"
1452,"{'label': 'NEGATIVE', 'score': 0.9914044141769409}"
1453,"{'label': 'NEGATIVE', 'score': 0.9996155500411987}"
1454,"{'label': 'POSITIVE', 'score': 0.9915487170219421}"
1455,"{'label': 'NEGATIVE', 'score': 0.9994571805000305}"
1456,"{'label': 'NEGATIVE', 'score': 0.9956313371658325}"
1457,"{'label': 'NEGATIVE', 'score': 0.9948933124542236}"
1458,"{'label': 'NEGATIVE', 'score': 0.9774702787399292}"
1459,"{'label': 'NEGATIVE', 'score': 0.9805533289909363}"
1460,"{'label': 'POSITIVE', 'score': 0.9924389123916626}"
1461,"{'label': 'NEGATIVE', 'score': 0.9973770380020142}"
1462,"{'label': 'POSITIVE', 'score': 0.9987585544586182}"
1463,"{'label': 'NEGATIVE', 'score': 0.9960458874702454}"
1464,"{'label': 'POSITIVE', 'score': 0.9913433790206909}"
1465,"{'label': 'NEGATIVE', 'score': 0.9956132173538208}"
1466,"{'label': 'NEGATIVE', 'score': 0.9996435642242432}"
1467,"{'label': 'POSITIVE', 'score': 0.9997966885566711}"
1468,"{'label': 'POSITIVE', 'score': 0.9993638396263123}"
1469,"{'label': 'NEGATIVE', 'score': 0.9987711310386658}"
1470,"{'label': 'POSITIVE', 'score': 0.999786913394928}"
1471,"{'label': 'NEGATIVE', 'score': 0.9906052947044373}"
1472,"{'label': 'POSITIVE', 'score': 0.9998289346694946}"
1473,"{'label': 'NEGATIVE', 'score': 0.9966480135917664}"
1474,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
1475,"{'label': 'NEGATIVE', 'score': 0.8669205904006958}"
1476,"{'label': 'NEGATIVE', 'score': 0.9922381043434143}"
1477,"{'label': 'NEGATIVE', 'score': 0.5436752438545227}"
1478,"{'label': 'NEGATIVE', 'score': 0.9982136487960815}"
1479,"{'label': 'NEGATIVE', 'score': 0.9809675812721252}"
1480,"{'label': 'NEGATIVE', 'score': 0.9971471428871155}"
1481,"{'label': 'POSITIVE', 'score': 0.9944683313369751}"
1482,"{'label': 'POSITIVE', 'score': 0.9421449303627014}"
1483,"{'label': 'NEGATIVE', 'score': 0.9439123868942261}"
1484,"{'label': 'NEGATIVE', 'score': 0.9447556138038635}"
1485,"{'label': 'POSITIVE', 'score': 0.9804760813713074}"
1486,"{'label': 'NEGATIVE', 'score': 0.9969005584716797}"
1487,"{'label': 'NEGATIVE', 'score': 0.9957618117332458}"
1488,"{'label': 'NEGATIVE', 'score': 0.9994007349014282}"
1489,"{'label': 'POSITIVE', 'score': 0.953003466129303}"
1490,"{'label': 'NEGATIVE', 'score': 0.7923487424850464}"
1491,"{'label': 'POSITIVE', 'score': 0.9863260984420776}"
1492,"{'label': 'NEGATIVE', 'score': 0.9910309314727783}"
1493,"{'label': 'POSITIVE', 'score': 0.9946295022964478}"
1494,"{'label': 'NEGATIVE', 'score': 0.9630224108695984}"
1495,"{'label': 'POSITIVE', 'score': 0.9367955923080444}"
1496,"{'label': 'NEGATIVE', 'score': 0.9700526595115662}"
1497,"{'label': 'NEGATIVE', 'score': 0.9992753863334656}"
1498,"{'label': 'POSITIVE', 'score': 0.9997926354408264}"
1499,"{'label': 'POSITIVE', 'score': 0.6452061533927917}"
1500,"{'label': 'POSITIVE', 'score': 0.9990942478179932}"
1501,"{'label': 'NEGATIVE', 'score': 0.9985870122909546}"
1502,"{'label': 'NEGATIVE', 'score': 0.9994266033172607}"
1503,"{'label': 'POSITIVE', 'score': 0.716854453086853}"
1504,"{'label': 'NEGATIVE', 'score': 0.9543964266777039}"
1505,"{'label': 'POSITIVE', 'score': 0.9915487170219421}"
1506,"{'label': 'NEGATIVE', 'score': 0.9980060458183289}"
1507,"{'label': 'NEGATIVE', 'score': 0.994120180606842}"
1508,"{'label': 'POSITIVE', 'score': 0.9998007416725159}"
1509,"{'label': 'NEGATIVE', 'score': 0.9970058798789978}"
1510,"{'label': 'POSITIVE', 'score': 0.7683684229850769}"
1511,"{'label': 'POSITIVE', 'score': 0.9883821606636047}"
1512,"{'label': 'NEGATIVE', 'score': 0.9917457699775696}"
1513,"{'label': 'POSITIVE', 'score': 0.9845883250236511}"
1514,"{'label': 'NEGATIVE', 'score': 0.9941298961639404}"
1515,"{'label': 'POSITIVE', 'score': 0.6268764734268188}"
1516,"{'label': 'NEGATIVE', 'score': 0.9988670349121094}"
1517,"{'label': 'POSITIVE', 'score': 0.5240200757980347}"
1518,"{'label': 'POSITIVE', 'score': 0.9997788071632385}"
1519,"{'label': 'POSITIVE', 'score': 0.9947910308837891}"
1520,"{'label': 'NEGATIVE', 'score': 0.9824672341346741}"
1521,"{'label': 'NEGATIVE', 'score': 0.9992873072624207}"
1522,"{'label': 'NEGATIVE', 'score': 0.994956910610199}"
1523,"{'label': 'NEGATIVE', 'score': 0.9646086096763611}"
1524,"{'label': 'NEGATIVE', 'score': 0.9929032921791077}"
1525,"{'label': 'POSITIVE', 'score': 0.993536114692688}"
1526,"{'label': 'POSITIVE', 'score': 0.9915487170219421}"
1527,"{'label': 'NEGATIVE', 'score': 0.994166374206543}"
1528,"{'label': 'POSITIVE', 'score': 0.9998676776885986}"
1529,"{'label': 'POSITIVE', 'score': 0.8227838277816772}"
1530,"{'label': 'POSITIVE', 'score': 0.716854453086853}"
1531,"{'label': 'NEGATIVE', 'score': 0.9942134022712708}"
1532,"{'label': 'POSITIVE', 'score': 0.9916530251502991}"
1533,"{'label': 'NEGATIVE', 'score': 0.9074000120162964}"
1534,"{'label': 'NEGATIVE', 'score': 0.9994744658470154}"
1535,"{'label': 'NEGATIVE', 'score': 0.9981129169464111}"
1536,"{'label': 'NEGATIVE', 'score': 0.9965117573738098}"
1537,"{'label': 'NEGATIVE', 'score': 0.9938567280769348}"
1538,"{'label': 'NEGATIVE', 'score': 0.9955630302429199}"
1539,"{'label': 'NEGATIVE', 'score': 0.9974347949028015}"
1540,"{'label': 'POSITIVE', 'score': 0.9910916686058044}"
1541,"{'label': 'NEGATIVE', 'score': 0.9372494220733643}"
1542,"{'label': 'NEGATIVE', 'score': 0.9923017024993896}"
1543,"{'label': 'NEGATIVE', 'score': 0.998197615146637}"
1544,"{'label': 'POSITIVE', 'score': 0.9968416690826416}"
1545,"{'label': 'POSITIVE', 'score': 0.9998558759689331}"
1546,"{'label': 'POSITIVE', 'score': 0.7325525283813477}"
1547,"{'label': 'POSITIVE', 'score': 0.9996742010116577}"
1548,"{'label': 'POSITIVE', 'score': 0.999256432056427}"
1549,"{'label': 'NEGATIVE', 'score': 0.9952539205551147}"
1550,"{'label': 'POSITIVE', 'score': 0.7325525283813477}"
1551,"{'label': 'POSITIVE', 'score': 0.9997606873512268}"
1552,"{'label': 'NEGATIVE', 'score': 0.9992904663085938}"
1553,"{'label': 'POSITIVE', 'score': 0.9753144979476929}"
1554,"{'label': 'POSITIVE', 'score': 0.9955703616142273}"
1555,"{'label': 'NEGATIVE', 'score': 0.9237358570098877}"
1556,"{'label': 'NEGATIVE', 'score': 0.9832758903503418}"
1557,"{'label': 'NEGATIVE', 'score': 0.9965459704399109}"
1558,"{'label': 'NEGATIVE', 'score': 0.9985350370407104}"
1559,"{'label': 'NEGATIVE', 'score': 0.9979838132858276}"
1560,"{'label': 'POSITIVE', 'score': 0.9973536729812622}"
1561,"{'label': 'POSITIVE', 'score': 0.716854453086853}"
1562,"{'label': 'NEGATIVE', 'score': 0.9977838397026062}"
1563,"{'label': 'NEGATIVE', 'score': 0.9969111084938049}"
1564,"{'label': 'POSITIVE', 'score': 0.9924389123916626}"
1565,"{'label': 'POSITIVE', 'score': 0.9911859631538391}"
1566,"{'label': 'NEGATIVE', 'score': 0.9765934944152832}"
1567,"{'label': 'NEGATIVE', 'score': 0.9809923768043518}"
1568,"{'label': 'POSITIVE', 'score': 0.9887696504592896}"
1569,"{'label': 'POSITIVE', 'score': 0.9631736874580383}"
1570,"{'label': 'POSITIVE', 'score': 0.9827443957328796}"
1571,"{'label': 'NEGATIVE', 'score': 0.9914476871490479}"
1572,"{'label': 'NEGATIVE', 'score': 0.9942523837089539}"
1573,"{'label': 'POSITIVE', 'score': 0.9998286962509155}"
1574,"{'label': 'NEGATIVE', 'score': 0.9989023208618164}"
1575,"{'label': 'POSITIVE', 'score': 0.7694829702377319}"
1576,"{'label': 'NEGATIVE', 'score': 0.997232973575592}"
1577,"{'label': 'NEGATIVE', 'score': 0.981429398059845}"
1578,"{'label': 'POSITIVE', 'score': 0.9368649125099182}"
1579,"{'label': 'POSITIVE', 'score': 0.9877662658691406}"
1580,"{'label': 'NEGATIVE', 'score': 0.9914420247077942}"
1581,"{'label': 'NEGATIVE', 'score': 0.9969911575317383}"
1582,"{'label': 'POSITIVE', 'score': 0.9985517859458923}"
1583,"{'label': 'NEGATIVE', 'score': 0.9793046116828918}"
1584,"{'label': 'POSITIVE', 'score': 0.758544921875}"
1585,"{'label': 'POSITIVE', 'score': 0.8591309785842896}"
1586,"{'label': 'NEGATIVE', 'score': 0.8161078691482544}"
1587,"{'label': 'NEGATIVE', 'score': 0.9931424856185913}"
1588,"{'label': 'NEGATIVE', 'score': 0.9966943264007568}"
1589,"{'label': 'NEGATIVE', 'score': 0.9702064990997314}"
1590,"{'label': 'POSITIVE', 'score': 0.8591309785842896}"
1591,"{'label': 'NEGATIVE', 'score': 0.998988926410675}"
1592,"{'label': 'POSITIVE', 'score': 0.9915487170219421}"
1593,"{'label': 'NEGATIVE', 'score': 0.9829339385032654}"
1594,"{'label': 'POSITIVE', 'score': 0.9992617964744568}"
1595,"{'label': 'POSITIVE', 'score': 0.9915487170219421}"
1596,"{'label': 'POSITIVE', 'score': 0.9915487170219421}"
1597,"{'label': 'NEGATIVE', 'score': 0.992521345615387}"
1598,"{'label': 'NEGATIVE', 'score': 0.9979483485221863}"
1599,"{'label': 'NEGATIVE', 'score': 0.7373520731925964}"
1600,"{'label': 'NEGATIVE', 'score': 0.9980880618095398}"
1601,"{'label': 'NEGATIVE', 'score': 0.9840086698532104}"
1602,"{'label': 'NEGATIVE', 'score': 0.998854398727417}"
1603,"{'label': 'POSITIVE', 'score': 0.9987682700157166}"
1604,"{'label': 'NEGATIVE', 'score': 0.9872890710830688}"
1605,"{'label': 'POSITIVE', 'score': 0.999256432056427}"
1606,"{'label': 'NEGATIVE', 'score': 0.9988362193107605}"
1607,"{'label': 'POSITIVE', 'score': 0.9976876974105835}"
1608,"{'label': 'POSITIVE', 'score': 0.9915487170219421}"
1609,"{'label': 'POSITIVE', 'score': 0.9988446235656738}"
1610,"{'label': 'POSITIVE', 'score': 0.8795433640480042}"
1611,"{'label': 'NEGATIVE', 'score': 0.9934691190719604}"
1612,"{'label': 'NEGATIVE', 'score': 0.9986007809638977}"
1613,"{'label': 'POSITIVE', 'score': 0.8473657965660095}"
1614,"{'label': 'NEGATIVE', 'score': 0.8565360903739929}"
1615,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
1616,"{'label': 'NEGATIVE', 'score': 0.9906249642372131}"
1617,"{'label': 'NEGATIVE', 'score': 0.9470929503440857}"
1618,"{'label': 'NEGATIVE', 'score': 0.9975948929786682}"
1619,"{'label': 'NEGATIVE', 'score': 0.9891003966331482}"
1620,"{'label': 'POSITIVE', 'score': 0.8307139873504639}"
1621,"{'label': 'NEGATIVE', 'score': 0.9962460398674011}"
1622,"{'label': 'NEGATIVE', 'score': 0.9955558180809021}"
1623,"{'label': 'POSITIVE', 'score': 0.9955703616142273}"
1624,"{'label': 'POSITIVE', 'score': 0.9915487170219421}"
1625,"{'label': 'POSITIVE', 'score': 0.9997926354408264}"
1626,"{'label': 'NEGATIVE', 'score': 0.9955845475196838}"
1627,"{'label': 'POSITIVE', 'score': 0.9924389123916626}"
1628,"{'label': 'NEGATIVE', 'score': 0.998019814491272}"
1629,"{'label': 'NEGATIVE', 'score': 0.644075334072113}"
1630,"{'label': 'NEGATIVE', 'score': 0.9918456673622131}"
1631,"{'label': 'POSITIVE', 'score': 0.9911701679229736}"
1632,"{'label': 'NEGATIVE', 'score': 0.9876129031181335}"
1633,"{'label': 'POSITIVE', 'score': 0.9924389123916626}"
1634,"{'label': 'NEGATIVE', 'score': 0.9994394183158875}"
1635,"{'label': 'NEGATIVE', 'score': 0.9967004656791687}"
1636,"{'label': 'NEGATIVE', 'score': 0.9557998776435852}"
1637,"{'label': 'NEGATIVE', 'score': 0.9994999170303345}"
1638,"{'label': 'NEGATIVE', 'score': 0.9953338503837585}"
1639,"{'label': 'NEGATIVE', 'score': 0.9988652467727661}"
1640,"{'label': 'NEGATIVE', 'score': 0.9708490967750549}"
1641,"{'label': 'NEGATIVE', 'score': 0.6808569431304932}"
1642,"{'label': 'POSITIVE', 'score': 0.716854453086853}"
1643,"{'label': 'NEGATIVE', 'score': 0.9994879961013794}"
1644,"{'label': 'NEGATIVE', 'score': 0.9975881576538086}"
1645,"{'label': 'POSITIVE', 'score': 0.9915487170219421}"
1646,"{'label': 'POSITIVE', 'score': 0.9997926354408264}"
1647,"{'label': 'NEGATIVE', 'score': 0.9797366261482239}"
1648,"{'label': 'POSITIVE', 'score': 0.9877662658691406}"
1649,"{'label': 'NEGATIVE', 'score': 0.9848191738128662}"
1650,"{'label': 'POSITIVE', 'score': 0.9998525381088257}"
1651,"{'label': 'POSITIVE', 'score': 0.9915487170219421}"
1652,"{'label': 'POSITIVE', 'score': 0.9216784238815308}"
1653,"{'label': 'NEGATIVE', 'score': 0.9938815832138062}"
1654,"{'label': 'POSITIVE', 'score': 0.8081533312797546}"
1655,"{'label': 'POSITIVE', 'score': 0.7160471081733704}"
1656,"{'label': 'NEGATIVE', 'score': 0.9811951518058777}"
1657,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
1658,"{'label': 'NEGATIVE', 'score': 0.9912410378456116}"
1659,"{'label': 'NEGATIVE', 'score': 0.9138689637184143}"
1660,"{'label': 'NEGATIVE', 'score': 0.992745578289032}"
1661,"{'label': 'POSITIVE', 'score': 0.9517223238945007}"
1662,"{'label': 'NEGATIVE', 'score': 0.8699929714202881}"
1663,"{'label': 'POSITIVE', 'score': 0.9981440305709839}"
1664,"{'label': 'NEGATIVE', 'score': 0.9693590998649597}"
1665,"{'label': 'POSITIVE', 'score': 0.9997926354408264}"
1666,"{'label': 'NEGATIVE', 'score': 0.9984968900680542}"
1667,"{'label': 'POSITIVE', 'score': 0.7160471081733704}"
1668,"{'label': 'NEGATIVE', 'score': 0.9682598114013672}"
1669,"{'label': 'POSITIVE', 'score': 0.9216784238815308}"
1670,"{'label': 'NEGATIVE', 'score': 0.9987664222717285}"
1671,"{'label': 'POSITIVE', 'score': 0.9216784238815308}"
1672,"{'label': 'NEGATIVE', 'score': 0.9892332553863525}"
1673,"{'label': 'NEGATIVE', 'score': 0.9992425441741943}"
1674,"{'label': 'POSITIVE', 'score': 0.7160471081733704}"
1675,"{'label': 'NEGATIVE', 'score': 0.9787803888320923}"
1676,"{'label': 'POSITIVE', 'score': 0.6347642540931702}"
1677,"{'label': 'NEGATIVE', 'score': 0.6506211757659912}"
1678,"{'label': 'NEGATIVE', 'score': 0.8213129043579102}"
1679,"{'label': 'NEGATIVE', 'score': 0.9993914365768433}"
1680,"{'label': 'NEGATIVE', 'score': 0.9997026324272156}"
1681,"{'label': 'NEGATIVE', 'score': 0.9255098104476929}"
1682,"{'label': 'NEGATIVE', 'score': 0.9996229410171509}"
1683,"{'label': 'NEGATIVE', 'score': 0.9994763731956482}"
1684,"{'label': 'POSITIVE', 'score': 0.7160471081733704}"
1685,"{'label': 'NEGATIVE', 'score': 0.9996969699859619}"
1686,"{'label': 'NEGATIVE', 'score': 0.9143630266189575}"
1687,"{'label': 'NEGATIVE', 'score': 0.9996969699859619}"
1688,"{'label': 'NEGATIVE', 'score': 0.9778998494148254}"
1689,"{'label': 'POSITIVE', 'score': 0.9216784238815308}"
1690,"{'label': 'NEGATIVE', 'score': 0.9904311299324036}"
1691,"{'label': 'POSITIVE', 'score': 0.7160471081733704}"
1692,"{'label': 'NEGATIVE', 'score': 0.9995439648628235}"
1693,"{'label': 'POSITIVE', 'score': 0.9216784238815308}"
1694,"{'label': 'POSITIVE', 'score': 0.9844281077384949}"
1695,"{'label': 'NEGATIVE', 'score': 0.998236894607544}"
1696,"{'label': 'NEGATIVE', 'score': 0.9244528412818909}"
1697,"{'label': 'POSITIVE', 'score': 0.8065705299377441}"
1698,"{'label': 'POSITIVE', 'score': 0.9995192289352417}"
1699,"{'label': 'NEGATIVE', 'score': 0.9858434796333313}"
1700,"{'label': 'NEGATIVE', 'score': 0.9952170848846436}"
1701,"{'label': 'NEGATIVE', 'score': 0.9969022274017334}"
